labels	text
0	took child for walk round the village at 5 this morning to send him to sleep. worked a treat til he woke up again when we arrived home
0	*cough cough cough*
0	he was on earlier, but i miss him too
1	your like the best singer in the world! your my idol
0	bgt is gonna be over soon omg didnt think about that, what will i do with my life!
0	just dropped off oscar at work
0	has been up since 5, and is bored already. also had a very disheartening phone call from hr.
1	; yeah with quotes that i like &amp; sharing them with the twitter fam
1	#geldreform09 in innsbruck: networking bined with a good meal - mmmmm.
1	they taste like hurting
0	i saw &quot;up&quot; it was awesome! so mad cuz i don not got enough money on itunes to by new album tomoro.
0	i want sum lol
0	i do! don not get smart w/me foo! i just ain not know which add-ons. none of which you are e up in the search!
1	nigga you stupid i love you tho.
0	- ah cool, yeah my first time meeting demi too! she spoke to me but i didnt get a pic
1	this twitter is all about my mallard ducks~ soo if u love ducks follow me!
0	danny, i am sooo sad! me and made a awesome gift for you but we couldnt give it to you in rio last saturday!
0	i am on a don not eat poop diet i need to lose my wobble haha.
1	wishing you a great week too
1	home from unges pengste!^^ lost a lot of money on raffles and fat food but a friend gave me a spongebob-cudgel! so my resumee is pos!
1	i think i had just a little too much coffee.
0	gonna sleep now la. tmr school. no off-in-lieu for sat is vesak day. not fair. tmr programming. deal with codes again. haiyah.
0	ffs, when you 18!
0	wooo done all my notes for revision.now i just have to learn them
0	i want chinese food from fu sing
0	why do you speak brasilian and not spanish!
0	awake, i can not walk. i will play in photoshop. new video up: (my english horrible) :§
0	hope to finish my blog post when i get home about my u/s today. didn not get the greatest news
1	dirrty girl 1/2 plete: 2 hours 22 min and some change. great effort
0	he is only about 7 or 8. had an accident and has been lame ever since, owner doesn not disclose many details
0	i think it only exists in the north west, which is sad
1	as part of your goode job shot you e hang out here and talk wine. thanks for the love.
1	about to re up
1	recapping today. it was a good one.
1	ha! us tell anyone that u cried on the bench! dont be silly p.s.its okay for superman to cry! real men cry!
0	almost ready to ics. but, i left my giant diet coke in the car.
0	at the airport! i miss rachel
1	prom was fuunnn :] 2 days til my birthday
1	shoe shopping time, bye
1	nice day in ny. going out for some breakfast with the family. wearing the logo gear of course.
0	this sucks. my laptop is not letting me open other ppl is profile on mibba. now i have trouble ments.
0	is wishing she was at graduation and listening to hollywood undead - circles, to drown out her sorrow.
1	good call on the dress, he might stand out a little and not in the good way. (thanks)
1	sorry for the delay. i am back home this #sotd fits my mood today for some reason. ♫
1	like nic its grr-8 2 twitter! i need hekp w/ text lingo! my 16yr old niece is showing me up! lol ttyl ;-)
0	i had the three right horses but i didnt box the trifecta no mo billz
0	has a bad case of the monday blues.
1	lmao.glad you can lend a hand.im sure they will be appreciative of your assistance! ;-p happy rating!
1	i feel so perfectly content i got to play watervolley ball w/ randos (strangers), play scrabble with the bff, and run w/ a dog today!
1	i feel pleased! although i am missing the connection here :s like the &quot;pohm&quot;
0	good movie! i loove it! try not to cry
0	there is a limit on twitter. like 100 tweets per hour! sad i know! #20boysummer
1	i am so happy for
0	all this negativity abt the economy is not doing anybody any good.
0	- plane crash. kk down
1	i would be worried for you.but since you are a superstar im confident you will get everything done.
0	last drunk brunch of sophomore year!
0	at my first drive-in movie, where is my honey
1	good morning! singapore time: 11.14am
0	jobber onsdag go on without me. save yourselves
1	i didn not know you had a blog! url pleazzzze!
0	omg! i didn not think accountants worked weekends haha. oh man that sucks
1	in work,going into some technical training
1	does he still has those bright yellow shoes he wore on tour!they were so cool!
1	is happy to see .missed ya punkin
1	house &amp; tea
1	eating honey ice cream
0	tell me abt it! u gon hav to take me somewhere to make it up!
0	is sad that e3 is over. i feel like i didn not have time to actually hang out or see anything.
1	sleep is for the weak! i had starbucks way too late in the. day yesterday. lol
1	ooook i see u are a ery good friens
1	haha, me too and - no homework. lawl.
0	you suck my big ass is in a nine now
0	i could really just lie here all day, if i didn not have to learn all my chemistry for tomorrow.
0	i stopped at season 5 i think, &amp; then when i found out they killed off jt i lost a part of my soul. even tho i hated him.
1	at and house yayyy i hope steeve let is me drive the mini coop! i love driving a stick.
0	hey everybody, im at club bed 2night. thought that i could meet paris there but she will not be there. too sad
1	dm me your address post to you.
0	i have got to get to work. tayho
0	nothin at all. jus waitin for my spanish class this summer.
0	i am too busy making games to attend games conferences speaking of which.i would better stop slacking. have fun.
1	he is playing poker in the rear.
1	pbr and kbowls in the cruzzz for the next.13 hours!
1	mtv movie awards tomorrow (: yesss ! so excited &amp; nervous ! new hm episode too ! . can not wait for new moon sneak peeeek
0	wheres my boyfriend
0	watched angels and demons just now. was good, but somehow even w/o reading the book, i kinda guessed the ending and the villians.
0	it is a beautiful day and i can only enjoy it from the window. i hate feeling like a 93 year old
0	is amused that the #ams #wlan blocks some job sites now but still allows eg. lifehacker. it does #block the twitter api too.
0	at work right now, staying late
0	and sorry, had prior plans for today.
1	hehe. yeah i am in love with him
0	have you ever thought that you e to vietnam!
0	struggling to finish mechanical sciences syllabus today.
1	watchn tv.eating icecream, bored outta my mind.
1	haha. my mother! you mean ! i wish she was my mom my real mom is a vegetarian = no fun.
1	best way 2 wake up.
0	good morning. don not wanna leave bed but i know i have to
1	do u no who is on switch 2night ! x
0	man! gotta take son to tha drs
0	massive thanks, niteskolar! i didn not know there are so many applications to use twitter i am gonna check them out in few days.
0	i don not know what to do! i really wanna quit, but maybe i will make next week my last week.maybe.*sighs* how would i get myself into this!
1	drunken fun times ahoy! change of venue for 2nite woohoo! so happy!
0	indeed, just getting a script monkey who isn not reading the issue, i can read kb articles myself
1	eek! meant to add. pleas check your hotmail account k. the something crazy one haha sent ya a mail.
1	come on follow this man! he is a legend! everyone that watches him loves him! his acting is simply phenomenal!
1	i like to live dangerously - bought the tbilisi safehouse in #spymaster
1	@ chiefredbeard. got it. clothes on, appts set, and yes husbands are supposed to do all that!
1	that is his charm!
1	two things that you are though, is jealous and irrelevant.
0	i can hear the gp2s going round but can not see them
